Time [s],Channel 0,Channel 1
146.773075200,0,1
146.773083800,1,1
146.773092600,0,1
146.773118400,1,1
146.773144400,0,1
146.773153000,1,1
146.773161800,0,1
146.773170400,1,1
146.795668600,1,0
146.795685800,1,1
146.795764000,1,0
146.795772600,1,1
146.795868000,1,0
146.795876600,1,1
146.795902600,1,0
146.795945800,1,1
146.795963200,1,0
146.796041200,1,1
146.796058600,1,0
146.796119200,1,1
146.796128000,1,0
146.796136600,1,1
146.796154000,1,0
146.796231800,1,1
146.796249400,1,0
146.796257800,1,1
146.796275400,1,0
146.796327200,1,1
146.796344600,1,0
146.796353200,1,1
146.796362000,1,0
146.796422600,1,1
146.796440000,1,0
146.796457200,1,1
146.796466000,1,0
146.796518000,1,1
146.796535400,1,0
146.796613200,1,1
146.796630600,1,0
146.796708600,1,1
146.796752000,1,0
146.796769200,1,1
146.796778000,1,0
146.796830000,1,1
146.796847400,1,0
146.796856000,1,1
146.796864800,1,0
146.796925200,1,1
146.796942800,1,0
146.796951200,1,1
146.796960000,1,0
146.797020600,1,1
146.797038000,1,0
146.797046600,1,1
146.797064000,1,0
146.797116000,1,1
146.797133400,1,0
146.797142000,1,1
146.797150800,1,0
146.797211200,1,1
146.797246000,1,0
146.797324000,1,1
146.797341400,1,0
146.797367400,1,1
146.797376000,1,0
146.797419400,1,1
146.797436800,1,0
146.797445400,1,1
146.797454000,1,0
146.797514600,1,1
146.797532000,1,0
146.797540600,1,1
146.797558000,1,0
146.797566600,1,1
146.797601400,1,0
146.797610000,1,1
146.797627400,1,0
146.797636000,1,1
146.797644800,1,0
146.797653400,1,1
146.797662200,1,0
146.797705400,1,1
146.797722800,1,0
146.797731400,1,1
146.797740200,1,0
146.797800800,1,1
146.797818200,1,0
146.797826800,1,1
146.797844200,1,0
146.797852800,1,1
146.797887400,1,0
146.797896000,1,1
146.797913400,1,0
146.797930800,1,1
146.797939400,1,0
146.797948000,1,1
146.797956800,1,0
146.797991400,1,1
146.798008800,1,0
146.798017400,1,1
146.798026200,1,0
146.798086800,1,1
146.798121600,1,0
146.798138800,1,1
146.798147600,1,0
146.798199400,1,1
146.798216800,1,0
146.798242800,1,1
146.798260200,1,0
146.798294800,1,1
146.798312200,1,0
146.798320800,1,1
146.798329600,1,0
146.798390200,1,1
146.798407600,1,0
146.798485400,1,1
146.798503000,1,0
146.798511400,1,1
146.798520200,1,0
146.798528800,1,1
146.798546200,1,0
146.798580800,1,1
146.798598200,1,0
146.798606800,1,1
146.798615600,1,0
146.798676200,1,1
146.798693600,1,0
146.798702200,1,1
146.798711000,1,0
146.798771600,1,1
146.798789000,1,0
146.798832200,1,1
146.798841000,1,0
146.798867000,1,1
146.798884400,1,0
146.798893000,1,1
146.798901600,1,0
146.798962200,1,1
146.798997000,1,0
146.799075000,1,1
146.799092400,1,0
146.799101000,1,1
146.799109800,1,0
146.799135600,1,1
146.799144400,1,0
146.799170400,1,1
146.799187800,1,0
146.799205000,1,1
146.799213800,1,0
146.799265600,1,1
146.799283200,1,0
146.799361000,1,1
146.799378400,1,0
146.799456400,1,1
146.799473800,1,0
146.799525800,1,1
146.799534600,1,0
146.799551800,1,1
146.799569200,1,0
146.799577800,1,1
146.799586600,1,0
146.799647200,1,1
146.799664600,1,0
146.799742600,1,1
146.799760000,1,0
146.799768600,1,1
146.799777200,1,0
146.799811800,1,1
146.799820600,1,0
146.799838000,1,1
146.799855400,1,0
146.799872600,1,1
146.799881400,1,0
146.799933200,1,1
146.799950800,1,0
146.800028600,1,1
146.800046000,1,0
146.800124000,1,1
146.800141400,1,0
146.800158800,1,1
146.800167400,1,0
146.800176000,1,1
146.800184800,1,0
146.800193400,1,1
146.800202200,1,0
146.800219400,1,1
146.800254200,1,0
146.800262800,1,1
146.800271400,1,0
146.800332000,1,1
146.800349600,1,0
146.800358000,1,1
146.800366800,1,0
146.800427400,1,1
146.800444800,1,0
146.800453400,1,1
146.800470800,1,0
146.800479400,1,1
146.800488200,1,0
146.800496800,1,1
146.800505600,1,0
146.800522800,1,1
146.800540200,1,0
146.800548800,1,1
146.800557600,1,0
146.800618200,1,1
146.800635600,1,0
146.800644200,1,1
146.800653000,1,0
146.800713600,1,1
146.800731000,1,0
146.800756800,1,1
146.800774200,1,0
146.800782800,1,1
146.800791600,1,0
146.800808800,1,1
146.800826400,1,0
146.800834800,1,1
146.800843600,1,0
146.800904200,1,1
146.800921600,1,0
146.800947600,1,1
146.800956400,1,0
146.800999600,1,1
146.801017000,1,0
146.801060200,1,1
146.801077800,1,0
146.801095000,1,1
146.801129800,1,0
146.801138200,1,1
146.801147000,1,0
146.801207600,1,1
146.801225000,1,0
146.801251000,1,1
146.801259800,1,0
146.801277000,1,1
146.801294400,1,0
146.801303000,1,1
146.801320400,1,0
146.801346400,1,1
146.801355200,1,0
146.801363800,1,1
146.801381200,1,0
146.801398400,1,1
146.801415800,1,0
146.801424400,1,1
146.801433200,1,0
146.801493800,1,1
146.801511200,1,0
146.801589000,1,1
146.801606600,1,0
146.801623800,1,1
146.801641200,1,0
146.801649800,1,1
146.801667200,1,0
146.801684400,1,1
146.801701800,1,0
146.801710400,1,1
146.801719200,1,0
146.801779800,1,1
146.801797200,1,0
146.801875200,1,1
146.801979200,1,0
146.802039800,1,1
146.802048600,1,0
146.802057200,1,1
146.802074600,1,0
146.802091800,1,1
146.802100600,1,0
146.802152600,1,1
146.802170000,1,0
146.802248000,1,1
146.802265400,1,0
146.802343200,1,1
146.802378000,1,0
146.802456000,1,1
146.802473400,1,0
146.802482000,1,1
146.802490800,1,0
146.802516600,1,1
146.802568800,1,0
146.802577400,1,1
146.802586000,1,0
146.802594600,1,1
146.802603400,1,0
146.802620600,1,1
146.802629400,1,0
146.802646600,1,1
146.803103800,0,1
146.803121200,1,1
146.803190400,0,1
146.803199000,1,1
146.803277000,0,1
146.803302800,1,1
146.803311600,0,1
146.803354800,1,1
146.803363400,0,1
146.803441400,1,1
146.803450000,0,1
146.803467200,1,1
146.803476000,0,1
146.803527800,1,1
146.803536600,0,1
146.803562400,1,1
146.803571200,0,1
146.803614400,1,1
146.803623000,0,1
146.803701000,1,1
146.803709600,0,1
146.803718200,1,1
146.803727000,0,1
146.803752800,1,1
146.803761600,0,1
146.803770200,1,1
146.803796200,0,1
146.803804800,1,1
146.803822200,0,1
146.803830800,1,1
146.803839400,0,1
146.803856800,1,1
146.825138000,1,0
146.825155200,1,1
146.825233200,1,0
146.825241800,1,1
146.825328600,1,0
146.825337200,1,1
146.825363200,1,0
146.825406400,1,1
146.825432600,1,0
146.825510400,1,1
146.825527800,1,0
146.825571200,1,1
146.825579800,1,0
146.825605800,1,1
146.825623200,1,0
146.825701200,1,1
146.825718600,1,0
146.825744400,1,1
146.825753200,1,0
146.825796400,1,1
146.825813800,1,0
146.825822400,1,1
146.825831200,1,0
146.825891800,1,1
146.825909200,1,0
146.825926400,1,1
146.825935200,1,0
146.825987200,1,1
146.826004600,1,0
146.826082400,1,1
146.826099800,1,0
146.826177800,1,1
146.826195200,1,0
146.826212400,1,1
146.826221200,1,0
146.826273000,1,1
146.826290600,1,0
146.826299000,1,1
146.826307800,1,0
146.826368400,1,1
146.826385800,1,0
146.826463800,1,1
146.826481200,1,0
146.826489800,1,1
146.826507200,1,0
146.826559000,1,1
146.826576400,1,0
146.826585000,1,1
146.826593800,1,0
146.826654400,1,1
146.826689000,1,0
146.826767000,1,1
146.826784400,1,0
146.826810400,1,1
146.826819000,1,0
146.826862400,1,1
146.826879800,1,0
146.826888400,1,1
146.826897000,1,0
146.826957600,1,1
146.826975000,1,0
146.827053000,1,1
146.827070400,1,0
146.827148200,1,1
146.827165800,1,0
146.827174400,1,1
146.827183000,1,0
146.827191600,1,1
146.827200400,1,0
146.827209000,1,1
146.827217800,1,0
146.827226400,1,1
146.827235000,1,0
146.827243600,1,1
146.827261000,1,0
146.827269600,1,1
146.827278400,1,0
146.827287000,1,1
146.827295800,1,0
146.827304400,1,1
146.827313000,1,0
146.827321600,1,1
146.827330400,1,0
146.827339000,1,1
147.097938400,0,1
147.097955600,1,1
147.098025000,0,1
147.098033600,1,1
147.098111400,0,1
147.098120000,1,1
147.098137400,0,1
147.098189400,1,1
147.098198000,0,1
147.098275800,1,1
147.098284600,0,1
147.098293200,1,1
147.098327800,0,1
147.098362400,1,1
147.098371000,0,1
147.098379800,1,1
147.098388400,0,1
147.098449000,1,1
147.098457600,0,1
147.098466200,1,1
147.098483600,0,1
147.098535400,1,1
147.098544200,0,1
147.098552800,1,1
147.098570200,0,1
147.098587400,1,1
147.098613400,0,1
147.098622000,1,1
147.098630600,0,1
147.098648000,1,1
147.098656600,0,1
147.098665200,1,1
147.098674000,0,1
147.098708600,1,1
147.098717200,0,1
147.098725800,1,1
147.098734600,0,1
147.098743200,1,1
147.098760400,0,1
147.098777800,1,1
147.098786400,0,1
147.098795000,1,1
147.098803800,0,1
147.098812400,1,1
147.098821000,0,1
147.098838400,1,1
147.098873000,0,1
147.098881600,1,1
147.098890200,0,1
147.098942200,1,1
147.098950800,0,1
147.098968200,1,1
147.098976800,0,1
147.099002800,1,1
147.099011400,0,1
147.099037400,1,1
147.099046000,0,1
147.099054800,1,1
147.099063400,0,1
147.099072000,1,1
147.099080600,0,1
147.099089400,1,1
147.099098000,0,1
147.099115200,1,1
147.099132600,0,1
147.099141200,1,1
147.099150000,0,1
147.099167200,1,1
147.099184600,0,1
147.099193200,1,1
147.099219200,0,1
147.099227800,1,1
147.099236400,0,1
147.099245000,1,1
147.099253800,0,1
147.099271000,1,1
147.099279800,0,1
147.099288400,1,1
147.099305600,0,1
147.099314400,1,1
147.099323000,0,1
147.099331600,1,1
147.099349000,0,1
147.099374800,1,1
147.099392200,0,1
147.099400800,1,1
147.099409600,0,1
147.099418200,1,1
147.099426800,0,1
147.099435400,1,1
147.099444200,0,1
147.099461400,1,1
147.099478800,0,1
147.099487400,1,1
147.099496000,0,1
147.099574000,1,1
147.099582600,0,1
147.099660400,1,1
147.099669200,0,1
147.099695000,1,1
